,Std3,Std2,Mean2,Std1,PToP1,PToP4,PToP2,Std4,Kurtosis1,Kurtosis4
0,0.08725775112429784,0.24466487463894768,0.9362244897959183,9.827517128284637,47.0,45.0,1.0,8.794758319144737,-0.3303342905842923,-0.3227139823698262
0,0.0,0.0,1.0,11.645063124430964,41.0,56.0,0.0,11.142561744864269,-0.5028785868197394,-0.3378738050398016
0,0.05050762722761054,0.0,1.0,11.88126066006397,41.0,56.0,0.0,10.734864842658506,-0.4096680837917419,-0.14710537098070287
0,0.0,0.0,1.0,12.07834066504752,40.0,55.0,0.0,10.65419484478271,-0.3930725821287018,-0.13147086242082295
0,0.0,0.0,1.0,12.145629022320174,37.0,54.0,0.0,10.697880205902392,-0.4068583721827239,-0.12219534026143686
0,0.0,0.0,1.0,12.827505116749146,41.0,56.0,0.0,11.028428110006772,-0.35262996807707214,-0.015395125279401345
0,17.3886754971347,5.030580708240574,5.762755102040816,70.96166392505074,401.0,415.0,17.0,70.15132584769788,10.177806548435433,10.456442864487697
0,0.0,0.5179020239329655,1.2678571428571428,14.098776673163272,43.0,49.0,2.0,12.257361381340534,-0.3411333311447984,-0.1922376790330227
0,0.05050762722761054,0.0,1.0,14.60580718688846,44.0,46.0,0.0,12.827916076588565,-0.310506520576705,-0.17632567693043155
0,0.1010152544552211,0.0,1.0,15.309990829430438,47.0,49.0,0.0,13.673841991163679,-0.2583513364876868,-0.15136786057888063
0,0.05050762722761054,0.0,1.0,16.120189497061126,49.0,49.0,0.0,14.539495014884604,-0.20605515895316362,-0.15832113936204983
0,0.0,0.0,1.0,17.19937079090717,50.0,51.0,0.0,15.764004243617377,-0.2349566658853397,-0.1982200110611383
0,0.07133717206748923,0.0,1.0,17.768100984624738,53.0,49.0,0.0,16.627547366852472,-0.2859419180996632,-0.2503250317010921
0,0.05050762722761054,0.0,1.0,17.990345542880252,51.0,52.0,0.0,16.942913387492048,-0.30431102361903495,-0.2912682333519534
0,0.0,0.0,1.0,17.638369035038096,51.0,50.0,0.0,17.02381637969735,-0.28588740480833863,-0.3109741783154467
0,0.05050762722761054,0.0,1.0,17.41752297941207,51.0,48.0,0.0,16.751572099544955,-0.2994490689310312,-0.3084491252026731
0,0.05050762722761054,0.0,1.0,16.588541230045696,49.0,49.0,0.0,16.165553543039874,-0.2958880779736748,-0.2757538539017812
0,0.05050762722761054,0.0,1.0,15.864744340887514,50.0,47.0,0.0,15.137805838828548,-0.3117373947203421,-0.2993519536716489
0,0.0,0.0,1.0,15.391706013938833,48.0,47.0,0.0,14.614118719337778,-0.3430365728710312,-0.32492568113013176
0,0.05050762722761054,0.0,1.0,14.944292575371986,51.0,46.0,0.0,14.001718594417794,-0.3612960946498429,-0.3652288650376838
0,0.07133717206748923,0.0,1.0,14.774943169610589,48.0,46.0,0.0,13.645567689310223,-0.4029785006578841,-0.39659962712214547
0,0.0,0.0,1.0,14.544646452743518,47.0,54.0,0.0,13.475113492931033,-0.4121695243351837,-0.36795554567760647
0,0.05050762722761054,0.0,1.0,14.29295190243381,44.0,59.0,0.0,14.025176029549382,-0.4837401840384836,-0.37209217451804166
0,0.05050762722761054,0.0,1.0,13.985547398672072,41.0,56.0,0.0,14.066838986754767,-0.5051084611490855,-0.42444084257661574
0,0.0,0.0,1.0,13.815377388355781,43.0,60.0,0.0,14.019889795589474,-0.5209633299231844,-0.39964501213995174
0,0.05050762722761054,0.0,1.0,13.52534312212907,46.0,60.0,0.0,13.686134294783932,-0.5402898389637056,-0.43158421817576587
0,0.0,0.0,1.0,12.93524743004623,43.0,55.0,0.0,13.075959392134113,-0.5478440868230723,-0.4600981132196753
0,0.07133717206748923,0.0,1.0,12.540968668355125,45.0,60.0,0.0,12.59073649318359,-0.5095369969843366,-0.4016262869719487
0,0.05050762722761054,0.0,1.0,11.892306204672952,46.0,58.0,0.0,11.927729367166238,-0.5044792354813379,-0.43490911992900605
0,0.0,0.0,1.0,11.110917002787442,45.0,54.0,0.0,10.831517940079662,-0.512965912844606,-0.5133025838297582
0,0.05050762722761054,0.0,1.0,10.518994461468305,46.0,57.0,0.0,10.144568032025635,-0.4774778239733024,-0.3989358705521431
0,0.05050762722761054,0.0,1.0,10.132469839031604,47.0,54.0,0.0,9.357132049627419,-0.4515222600275668,-0.49619079534438315
0,0.05050762722761054,0.0,1.0,9.933910477690928,44.0,55.0,0.0,8.896904383841607,-0.4797568572509645,-0.45276517722048615
0,0.05050762722761054,0.0,1.0,10.240693485748595,45.0,54.0,0.0,8.78831674416567,-0.44868935757659,-0.4171389458313648
0,0.0,0.0,1.0,10.405480100802194,44.0,55.0,0.0,8.687801159193254,-0.4805998805257885,-0.4351207473099463
0,0.0,0.0,1.0,10.66943358318819,41.0,58.0,0.0,8.788797427837855,-0.5396802005532662,-0.323001271914785
0,0.05050762722761054,0.0,1.0,11.63167820825497,43.0,55.0,0.0,9.51646897722348,-0.4979502585420068,-0.3775119478718456
0,0.05050762722761054,0.0,1.0,12.412436664705334,42.0,58.0,0.0,10.336385155476908,-0.4820228909667783,-0.2608314429900025
0,15.884956039710255,4.286164115961692,5.0688775510204085,63.390182651080906,365.0,367.0,15.0,62.52382206897667,9.494019307033494,9.825322005179746
0,0.0,0.3064178594467401,1.1045918367346939,14.282460124432795,44.0,64.0,1.0,12.697701916407196,-0.4660479053094133,-0.3112511333415533
0,0.05050762722761054,0.0,1.0,14.452898240508667,45.0,63.0,0.0,13.137914870337964,-0.5076683663376782,-0.38423383675828937
0,0.0,0.0,1.0,14.515182984874803,46.0,64.0,0.0,13.770588124371827,-0.5331660395343425,-0.43897577087359263
0,0.05050762722761054,0.0,1.0,14.040394319045,44.0,63.0,0.0,13.84428489974857,-0.52377659009634,-0.5044101910581258
0,0.0,0.0,1.0,13.47948757022319,44.0,65.0,0.0,13.581898688011087,-0.5597534968447073,-0.48859431196562486
0,0.0,0.0,1.0,12.735081856057068,42.0,63.0,0.0,12.997014265649392,-0.5655200410568639,-0.45511731556170654
0,0.0,0.0,1.0,11.837500127111126,40.0,59.0,0.0,11.844332531271295,-0.571780047882978,-0.4426627442543425
0,0.0,0.0,1.0,11.071003680840072,37.0,62.0,0.0,10.98778556867197,-0.6160507563820641,-0.3856699666005907
0,0.07133717206748923,0.0,1.0,10.663244334534502,36.0,59.0,0.0,10.335756143362977,-0.6426085200692011,-0.41587353021766216
0,0.05050762722761054,0.0,1.0,10.308038129834475,39.0,54.0,0.0,9.488730572706416,-0.59708867062067,-0.4818332256731681
0,0.05050762722761054,0.0,1.0,10.151817135260242,37.0,52.0,0.0,9.384985504533214,-0.6122864161694972,-0.3859917033531408
0,0.05050762722761054,0.0,1.0,10.319697848428726,40.0,54.0,0.0,9.40242135986059,-0.5790593763990874,-0.3298864493887965
0,0.05050762722761054,0.0,1.0,10.20059232971444,40.0,52.0,0.0,9.510728899215527,-0.5629088721733053,-0.29364271608033343
0,0.07133717206748923,0.0,1.0,10.343876073403639,44.0,53.0,0.0,9.89153557951864,-0.5113080964539094,-0.2169003965883216
0,0.07133717206748923,0.0,1.0,10.332787939498276,42.0,53.0,0.0,10.137472712336704,-0.48189952272486014,-0.2992010681710693
0,0.05050762722761054,0.0,1.0,10.237744560981834,41.0,54.0,0.0,10.167119332313915,-0.4581789267012768,-0.225894827043144
0,14.463962860125243,4.261287103087055,4.0,56.623628350656745,328.0,322.0,13.0,56.36191125156256,9.25085314584182,9.29773792209307
0,14.99026751611203,4.743738335455609,6.908163265306122,76.3075746376104,356.0,353.0,16.0,76.36750737883168,3.7449942377032457,3.709824027126971
0,0.0,0.4715329099226723,1.2372448979591837,9.836801832176224,40.0,55.0,2.0,9.58199238181262,-0.4062521190099684,0.02208401900758128
0,0.05050762722761054,0.0,1.0,9.822268373435497,42.0,63.0,0.0,9.182758826117894,-0.4689371038610539,0.2936841771397587
0,0.0,0.0,1.0,9.593776567558102,40.0,56.0,0.0,8.759361906165534,-0.5241241431871844,0.17731618784016323
0,18.27839109814654,7.173277840338093,5.706632653061225,91.94145565844819,636.0,617.0,21.0,91.43592735639864,4.58667142004275,4.5634128515211705
0,16.927578211846164,6.389770453560001,7.826530612244898,88.01769388639525,390.0,399.0,21.0,87.7675505835445,3.8486219451391905,3.8895663369972144
0,12.715570323004858,3.831866870895845,5.280612244897959,59.665074163632106,297.0,308.0,12.0,59.154046831891314,6.2126332815377605,6.3591946068372245
0,11.850947391182865,4.109772235813384,5.048469387755102,59.8971929545731,279.0,290.0,15.0,59.44678236196361,7.9893954873626996,8.179837544807778
0,13.123029156919278,3.3448154408763298,4.038265306122449,49.52429473328491,299.0,310.0,12.0,48.756834127723664,13.581766931426394,14.11469600937361
0,0.05050762722761054,0.0,1.0,12.609644133087528,44.0,65.0,0.0,10.832144364432978,-0.7382763678281683,-0.5043250945112914
0,11.668940770908225,2.429436326464585,3.0255102040816326,37.55026695177672,279.0,293.0,9.0,36.72247766894901,17.988876511215505,19.196474139922262
0,11.783841371982037,2.2425826379749227,2.7346938775510203,55.43499169705192,471.0,472.0,10.0,54.66553470693996,8.727785240332555,9.046173442510998
0,15.551103272310424,3.8421125236647193,6.482142857142857,65.54730496649728,431.0,427.0,13.0,64.77007397235438,14.4220729373261,14.73440827786079
0,12.206437758910187,2.793788594468072,3.3239795918367347,43.50423544608646,286.0,287.0,10.0,42.631892455592634,17.55938608341671,18.502156481763492
0,17.934987068761345,4.189054283732302,4.229591836734694,61.21208933695922,355.0,346.0,14.0,60.49049252177059,10.565840772698886,10.788544936594677
0,5.698661046348998,0.9817180301517262,1.635204081632653,16.730749996908482,53.0,58.0,4.0,15.655848221599586,-0.5142277045964878,-0.5737073876914316
0,0.05050762722761054,0.0,1.0,16.31478741757335,50.0,59.0,0.0,15.655566505818008,-0.5177346596932306,-0.5721353923564245
0,0.0,0.0,1.0,15.876965222867248,50.0,59.0,0.0,15.422558462042229,-0.48389451575387676,-0.5300051591659223
0,0.0,0.0,1.0,15.5154491146634,48.0,59.0,0.0,15.053595076415219,-0.49898798071907224,-0.5023596267407031
0,0.05050762722761054,0.0,1.0,14.324095089775337,44.0,63.0,0.0,13.94547235396931,-0.498147637143854,-0.4565403300806379
0,0.0,0.0,1.0,14.12941880459064,43.0,60.0,0.0,13.56923597271949,-0.5057951406357906,-0.4578408286137261
0,0.0,0.0,1.0,13.622821561245104,41.0,61.0,0.0,12.753841495204734,-0.5288497749430121,-0.4737666740388242
0,0.0,0.0,1.0,13.536261717436906,40.0,61.0,0.0,12.46917908097362,-0.504861248417328,-0.47512991940222715
0,17.4167440117663,3.5864972572601923,4.1479591836734695,52.704432354712395,388.0,397.0,13.0,52.06508876476525,16.32033487955642,16.69689278451447
0,19.997880616083602,5.816262156680488,3.63265306122449,83.28378744862455,595.0,603.0,21.0,82.7420715507512,26.72414401856362,26.963511336272802
0,23.395629906485265,2.8578871883938453,3.25,13.35220318611403,40.0,56.0,11.0,12.885705900982943,-0.478660934276697,-0.4146726974335797
0,0.0,0.0,1.0,13.449206387775616,40.0,60.0,0.0,13.22550304486401,-0.4764844491098148,-0.38457767907755924
0,0.0,0.0,1.0,13.107296293997072,41.0,55.0,0.0,13.321450243443783,-0.4688125861470951,-0.406153959525303
0,0.05050762722761054,0.0,1.0,12.880774115855228,41.0,53.0,0.0,13.07748910655295,-0.48074202029403423,-0.41459872656186025
0,0.05050762722761054,0.0,1.0,12.548408015088505,42.0,54.0,0.0,12.770219044372526,-0.4761299422336238,-0.4010915076635886
0,15.53294157997905,6.028040827236803,4.196428571428571,82.36618997979494,661.0,657.0,20.0,81.68857140512202,12.77858049989295,12.698562465104542
0,17.38524126559469,4.856798973405472,7.36734693877551,76.59738543244399,377.0,378.0,18.0,76.15369898806766,7.347285838421758,7.410326485559949
0,0.05050762722761054,0.2578685007573908,1.0714285714285714,14.08824217260486,42.0,56.0,1.0,13.279204652946417,-0.5220436006506253,-0.503184241346669
0,14.191773703001486,4.4236687183011405,5.1479591836734695,64.88019428629094,318.0,321.0,16.0,64.23635827076093,10.2040095686455,10.356983250054821
0,12.18983476554351,3.423650713179757,4.112244897959184,49.455053125110425,279.0,283.0,11.0,48.87863235048721,6.851201958150021,7.016777204204505
0,0.05050762722761054,0.2891644084559841,1.0918367346938775,13.451571335231272,41.0,52.0,1.0,12.63260861863095,-0.4962753737871304,-0.4529081321786137
0,0.05050762722761054,0.0,1.0,13.288257836749167,40.0,57.0,0.0,12.711458964152703,-0.49475320973667136,-0.44172079826641575
0,0.0,0.0,1.0,13.114610398254742,41.0,53.0,0.0,12.886877482664174,-0.48824476322115373,-0.44102160833031157
0,0.0,0.0,1.0,12.893291194516973,40.0,49.0,0.0,12.936381238547238,-0.4983841628954053,-0.448209683718217
0,0.0,0.0,1.0,12.72853691171688,41.0,48.0,0.0,12.6498840517319,-0.49576731208173275,-0.4419058632357977
0,14.81905913155583,4.814226545628299,5.599489795918367,69.61592379901836,344.0,344.0,17.0,69.2888657570435,9.068740366829788,9.074909233730223
0,0.0,0.0,1.0,11.794225566779673,42.0,47.0,0.0,11.58122383646884,-0.47709233431772713,-0.4267144342894409
0,0.0,0.0,1.0,11.35454192924057,40.0,47.0,0.0,11.186324398184444,-0.4686380920137192,-0.41447526519828815
0,0.05050762722761054,0.0,1.0,10.989590517587338,43.0,47.0,0.0,10.587664597566608,-0.4547472542874198,-0.39705671069379456
0,0.0,0.0,1.0,10.252600339269597,49.0,47.0,0.0,9.619994141377084,-0.3675361372409678,-0.3598455048965783
0,0.050507627227610534,0.0,1.0,10.07676023697756,43.0,46.0,0.0,9.251642050496391,-0.4321930558267977,-0.3518652935161133
0,0.0,0.0,1.0,10.031392541274395,47.0,48.0,0.0,8.852423917050128,-0.35010740718194233,-0.31262545330866454
0,0.0,0.0,1.0,10.097446550935562,50.0,46.0,0.0,8.550527128246875,-0.3275417146368329,-0.2620278193017125
0,17.934913585509495,4.810191712204208,7.762755102040816,82.96526963811775,450.0,453.0,15.0,82.12057361646113,5.841128636363017,6.00037581585039
0,0.0,0.7447600413432409,1.4464285714285714,10.645995680068765,50.0,46.0,3.0,8.678046860438602,-0.3936897221789102,-0.3041208639314319
0,0.05050762722761054,0.0,1.0,11.375463183491414,47.0,50.0,0.0,9.42039945178558,-0.5768928066887926,-0.30570487916322353
0,0.0,0.0,1.0,12.041769855536971,46.0,54.0,0.0,9.9865269513024,-0.6031204461379467,-0.32155346413723507
0,0.0,0.0,1.0,12.794627376032832,47.0,56.0,0.0,10.701799751859998,-0.6394657638999433,-0.39584900623869945
0,0.0,0.0,1.0,14.169505190451828,52.0,61.0,0.0,12.363038217709493,-0.6469727504102951,-0.4432283161429931
0,0.0,0.0,1.0,14.607440437799116,50.0,61.0,0.0,13.032404447650649,-0.7229099795878229,-0.5362921549667456
0,13.61030501799325,3.528459081193366,3.510204081632653,49.02496032854923,312.0,317.0,11.0,48.41492414754932,11.182779459363491,11.463923796116426
0,0.0,0.6876235066928135,1.4107142857142858,14.553486055414858,49.0,62.0,3.0,14.14068670767964,-0.8372529380452725,-0.77760871631763
0,0.05050762722761054,0.0,1.0,14.29045203681333,49.0,60.0,0.0,14.14931227080786,-0.8354610530585918,-0.8166607334645768
0,0.05050762722761054,0.0,1.0,13.69045334199827,47.0,55.0,0.0,13.801671484231585,-0.8661995924281323,-0.8440032239620283
0,0.0,0.0,1.0,13.009677527879155,44.0,58.0,0.0,12.972256719108291,-0.9014449615714133,-0.8138988232914546
0,0.0,0.0,1.0,12.629432968973852,45.0,55.0,0.0,12.338577207253175,-0.883460002332157,-0.8313347546602996
0,0.07133717206748923,0.0,1.0,12.172250257865276,45.0,48.0,0.0,11.627726752803495,-0.8348327937917466,-0.8793901024052238
0,0.05050762722761054,0.0,1.0,11.935408002844872,40.0,51.0,0.0,11.209197978325307,-0.838831810536389,-0.7728126974771827
0,0.050507627227610534,0.0,1.0,11.8473353380163,41.0,48.0,0.0,11.08070197509008,-0.8148030565322202,-0.7945979134968955
0,0.0,0.0,1.0,12.000878580151863,44.0,45.0,0.0,11.139188558379395,-0.7865238424073291,-0.762660707618017
0,0.0,0.0,1.0,12.264068404044917,42.0,46.0,0.0,11.410331798285258,-0.8085944557625053,-0.7223414620682145
0,0.05050762722761054,0.0,1.0,12.33914933009169,42.0,45.0,0.0,11.728186900509229,-0.8298612073150893,-0.7716102643787677
0,0.07133717206748923,0.0,1.0,12.461280655700886,43.0,45.0,0.0,12.010253798509371,-0.8350051297058179,-0.8094971478655912
0,0.05050762722761054,0.0,1.0,12.466015182360971,43.0,49.0,0.0,12.284828194078456,-0.8380586027714383,-0.8357405702394143
0,0.0,0.0,1.0,12.379266880530517,44.0,48.0,0.0,12.322813830301849,-0.7886866208198766,-0.8322751214321391
0,0.05050762722761054,0.0,1.0,12.158898901031948,41.0,49.0,0.0,12.138980446740188,-0.7206364119620652,-0.7977088019679504
0,0.0,0.0,1.0,12.045308437203106,41.0,50.0,0.0,11.842358151087621,-0.6623457373496953,-0.7140053834515694
0,0.07133717206748923,0.0,1.0,11.983629028178585,41.0,48.0,0.0,11.541061295636386,-0.5745091264786848,-0.6640647817491585
0,0.07133717206748923,0.0,1.0,11.686105180195094,40.0,51.0,0.0,11.07407802399968,-0.5264043530023641,-0.5287123398188176
0,0.0,0.0,1.0,11.585473012619914,39.0,52.0,0.0,10.779840556323201,-0.47231725075368214,-0.36055864407789073
0,0.0,0.0,1.0,11.752332847810639,39.0,52.0,0.0,10.538633228911838,-0.43104175083394125,-0.2794194770979135
0,0.0,0.0,1.0,11.967861516370181,37.0,52.0,0.0,10.52095704222762,-0.4049260006449602,-0.15556117319523777
0,0.05050762722761054,0.0,1.0,12.452810870026223,38.0,50.0,0.0,10.766790120913619,-0.3829350051142182,-0.1724583265947861
